Protein1,Protein2
10010,1213
117157,6775
3219,81850
3184,8291
6117,1655
9342,55223
3638,5688
8522,7536
8676,8893
23193,8900
6160,9733
10014,10594
4223,58524
1411,8928
25929,1977
79664,8178
84062,11336
4223,84265
7110,116173
84988,84988
1994,6541
10921,55660
10629,27097
28514,5663
25996,7189
978,337879
8649,5770
23522,29100
6045,11137
8350,9425
6045,6138
10010,9546
10987,1153
57474,400629
8548,81628
5501,1808
3312,7277
5129,84081
865,6921
8409,81850
4738,6132
23512,5903
51253,115416
10469,10469
9119,54474
91612,221504
54881,6184
3690,23421
2597,3735
4869,50628
51021,6182
10533,23411
7329,6612
80279,8815
3320,5241
55299,6727
3187,10016
4036,55805
5534,51475
23512,3983
5595,6667
10078,24148
23512,6625
5861,10959
1263,56947
7415,6184
1994,1525
80185,55011
197257,2011
8419,30850
11338,3178
9532,10049
51002,5905
611,56947
1742,3751
6517,3417
9908,1662
3185,55048
8891,8531
10657,11273
64960,64965
10075,6727
350,4779
29950,57862
3184,22907
23522,60370
83548,115106
4332,983
51340,6629
29904,6199
51605,55737
23197,27089
3692,56005
1017,7415
83667,9817
1994,10434
57103,7332
55294,55700
5621,57787
10252,81850
1408,1917
28964,831
23070,9810
23197,80232
11222,124995
2670,11140
3065,4661
1659,56949
23042,54521
2267,4924
26136,26136
145508,55012
1399,9026
1477,29894
6657,9688
2355,7008
635,875
9246,81603
10771,10594
6158,6228
348093,414236
9793,9793
27095,79666
7329,5192
3309,6217
29937,740
11339,116841
92979,92979
3035,6217
54205,1528
4223,117157
135,9266
9391,54859
5562,200186
3848,8688
2972,55814
293,7133
84545,115416
10225,56888
4869,3956
27018,56259
10048,84464
6102,1478
2267,118426
4188,6495
1735,10419
81833,55149
84148,10943
23054,84332
4708,4726
8940,9391
10059,23410
5698,6406
3043,3043
509,6124
525,950
6045,23020
433,79694
55823,11060
5970,9131
54507,8862
1399,1600
1432,8841
26985,361
6197,2099
23107,51023
8398,23623
3556,3654
1748,23020
1785,6453
7013,26093
5499,1454
23512,6045
3183,6636
23450,27258
1915,23405
10528,26156
25873,10921
23371,81850
5071,1746
2976,55697
11140,171483
6138,9782
23144,3006
84445,55837
50855,11228
6714,367
4841,30834
1387,200186
149428,23557
9513,11052
84173,151516
10330,22877
10494,10112
1017,120
326,3308
5108,10097
2956,55655
128308,54460
84988,79187
4722,4704
23583,23583
64976,55720
9662,7157
3183,1108
9182,1857
121441,9804
10048,6464
10285,1654
207,150684
2099,3932
4704,9391
6158,998
529,4728
51377,338
2147,5270
24148,9967
5626,6605
202333,202333
2987,54902
240,4223
7531,23476
7494,126070
433,8991
7088,983
3320,405
7447,9516
81603,7188
27336,51690
1432,81627
1478,26039
2521,9519
6792,23499
9782,2521
3801,91949
219541,4869
9775,60
2130,51585
28998,92259
4708,4719
2099,1654
29102,4670
80306,9439
57016,54039
2792,94235
515,7189
10482,9797
3756,60493
6635,7534
3309,3185
10320,55110
1984,6386
11190,3309
8800,51024
90678,90678
4738,7157
9240,65265
7804,64784
7965,529
55630,55005
83987,6810
23013,23759
3178,8446
9252,1387
7301,125115
3594,3309
5241,1017
3065,57473
10987,22803
1655,80145
253012,2260
2010,80125
5966,199223
9618,11059
5693,5683
30834,89884
7322,9025
51141,5691
57532,84616
10421,51428
55660,8976
3320,9343
10963,3320
7322,131076
1432,8880
10130,5379
80746,55015
6640,7039
6416,25929
4665,6602
84295,3015
3094,8407
1537,4724
25842,5499
28957,64981
10342,11161
3320,3645
5371,6688
116540,4830
55832,5935
5698,51377
9119,151254
7874,57332
5903,9343
7347,2664
6134,5663
80306,9968
56005,7917
6632,55920
8841,11331
2107,9817
23481,23481
128866,55755
949,3846
23054,1387
23647,348013
84866,89782
8290,8148
6605,8688
9801,79590
5170,5604
7407,1915
5090,51438
6303,55791
1408,3376
6794,51719
6760,7804
28969,1967
8089,83855
53354,7534
207,3337
5925,3065
4343,58513
5966,55110
9477,509
55794,78988
409,9045
4292,4728
57473,10956
8313,85289
80279,10075
51116,7163
10055,1725
2954,25894
5595,5216
10146,9274
2801,6628
4236,57461
4515,207
4704,4708
152185,157922
688,6418
91694,375791
10524,116115
9694,51234
114088,5987
51684,54946
1017,29968
4706,4711
10987,10521
54926,396
26156,6228
4713,1327
509,84337
27336,6631
79727,6741
9782,29890
6742,10730
27076,9522
11284,147339
11091,23309
10891,5594
79869,10240
9513,9898
7534,3621
154007,79622
9960,23504
115572,329
9775,84248
23385,7307
4116,26093
462,81027
5515,3551
4791,5537
132320,26136
4712,4728
2099,3267
8723,51100
57035,221830
1432,994
1994,6194
10569,22948
5925,996
1891,3654
4087,6601
1785,4287
10573,65993
4287,41
55283,55624
6102,23397
79650,5356
6716,7923
1017,10643
2130,1602
3043,3507
25929,6632
8548,55170
4809,9045
64324,3009
1994,1742
11338,10075
5516,29941
5594,9662
5966,51367
23462,169966
169714,9847
5307,7158
30011,79649
4160,5567
6657,11137
51206,1399
4188,79797
5250,6748
6714,80831
25953,113174
367,100124700
4815,64581
23404,23517
8661,3646
3964,79932
3635,375791
79035,6742
53615,93426
81786,7322
238,6416
57544,8407
51097,8878
26354,64969
150209,2224
27076,23122
5608,5970
3309,5685
9533,55720
26354,6181
124512,23581
5236,7167
65008,54534
10987,52
10262,10521
11190,6208
7257,10016
64170,55223
6310,3482
51497,57805
8239,10594
1017,55689
8099,55858
51300,521
11094,57146
2618,2618
7529,4763
1021,5604
51631,9967
1994,28964
5601,3726
5599,4773
1938,3187
90507,51133
10514,3007
51202,9329
4707,4711
9441,6878
7812,5478
83987,5861
25804,56259
6428,84708
5356,79228
9026,9107
2702,25980
2959,2965
6657,904
1717,3326
4103,23520
54148,64975
11190,118460
83719,85293
375,5567
79797,8940
3792,79669
6733,140689
25879,134430
6640,128
55030,125115
10952,11231
3716,388698
1994,8739
4000,24144
54815,8850
3801,93426
9425,9425
8841,2874
5226,2664
89870,6714
7415,22858
55832,64432
10131,4089
3312,27000
25942,7468
3032,4976
10188,238
85438,55262
7917,51548
6640,9615
24148,4343
55790,492
113730,348093
55593,164832
10482,1374
10514,57418
84676,10529
836,660
80817,23243
1017,140801
7415,81
51608,90990
23524,51649
4001,7534
41,41
10010,80254
7755,23371
27343,4057
3320,55359
7574,125115
22955,22955
50944,50944
1432,58508
10580,5241
1022,9794
7113,85025
51021,9733
5887,1069
9530,11009
6789,11004
79885,3301
25803,84080
4804,28986
331,55048
286530,492
55790,55454
3006,4691
6119,89777
5701,84461
80022,170463
9958,658
84985,337879
6310,3308
93034,956
54556,55257
2130,66036
92342,6731
23640,8882
7409,5894
3065,9070
3320,26058
7013,64965
29105,51690
121278,6999
6647,80724
24144,91647
4358,4713
831,8500
1080,9520
1478,10524
6117,1314
9577,7157
3326,6158
253012,92
3396,26284
3035,6897
11331,64960
3396,128308
9646,6749
55929,84260
5626,84661
4665,84708
23557,10989
6622,6741
6272,285590
8266,51293
8841,4848
7965,9135
51639,9967
1021,6660
9694,126526
24148,11338
131474,26168
29904,6300
2962,2961
3799,89953
1406,51388
2309,9181
4597,4597
9412,9282
140462,3308
23270,54764
10285,9716
6301,6301
57532,653240
9221,10813
10746,9569
1017,5604
2873,5970
28952,3992
5683,7415
2893,2893
7390,2730
6733,51567
11335,11335
22907,50628
79813,8290
5071,6132
84445,202051
2155,2155
5195,7265
5307,55608
27343,116173
5626,54926
2801,54734
84445,10078
7917,9391
6622,5202
51295,7001
5500,7170
3178,8664
7322,9666
51373,54460
1499,10498
7965,27018
1760,5894
10987,23107
5236,6271
10921,51340
8021,8021
9477,515
1660,5970
2099,9166
2690,5787
9938,10607
93185,5813
5062,6194
7879,5245
55832,57492
1153,8570
8099,64170
3635,6464
5019,3094
55142,64978
6657,51366
220213,5886
5733,9847
8398,27430
23144,55131
5530,5520
2597,7419
4343,57461
5781,51053
409,55661
3846,4499
10421,58509
9318,8881
10253,2872
6386,27284
6657,8932
1676,3191
2304,3841
4316,79018
10140,22955
7068,9412
85294,147807
10944,8720
989,5966
2801,3707
23204,55294
23371,353324
64710,10075
8887,147339
8775,51605
4188,494514
10056,3312
23013,29105
1408,10606
1994,4343
80125,284001
60370,85291
478,6670
55626,5701
528,55737
2104,60561
25970,51380
9519,2958
23524,9589
26984,57192
9987,3181
5688,5713
5201,55791
2130,10963
7013,57175
7415,572
10884,64979
2879,35
56647,26354
3178,6228
5770,54828
54974,51100
5860,5860
8216,10062
4300,84060
6622,5702
55832,56342
79056,252983
51430,202018
8689,8697
6117,1108
3312,439
7181,367
115992,57506
3171,5465
10010,80149
9960,84726
9965,2260
23013,55660
9477,79869
51024,7314
708,708
10921,4236
4343,65083
9229,4644
5718,7277
25865,5774
11091,642559
7157,4582
5717,55170
2355,80204
1785,26088
51095,10007
80817,11319
23658,57409
57592,23613
10621,55791
203328,2125
9611,9139
2302,80204
171169,60491
4728,6834
54472,80262
54443,81
3910,7157
84676,64975
7251,9919
262,51078
4707,4724
80746,10714
10482,2110
11140,8878
54778,7188
4665,84080
3178,55173
6117,8148
51340,9716
27306,3101
9618,1499
1406,54964
2994,6667
5970,9782
5092,9149
825,7273
1557,6715
26190,10399
1314,4691
84708,6714
1856,54883
222484,80007
85403,22936
54532,563
8216,22955
9662,10733
546,8340
23450,9045
7013,840
6345,6449
11007,55209
1432,572
7874,63035
6936,23020
5753,7203
9787,983
26001,9040
26043,55717
56983,23352
4738,6612
1938,3725
84844,9045
7879,5119
145508,27336
10514,10921
53918,55127
30001,1655
1994,57646
3178,117159
6045,56474
7328,5970
5702,5691
4599,7224
3956,26973
7879,9114
3459,5781
22826,8896
3309,5682
83987,23327
8342,9045
107,5144
51548,3306
84313,116143
112939,5713
10933,55257
79843,122961
54876,55170
8417,55823
238,4928
3191,23640
7264,2582
5733,55027
51023,64983
2258,79666
25828,60490
79921,27072
118881,5261
5599,8355
2877,3029
3094,2879
60,154796
6233,9802
2010,4000
6780,3700
150684,331
5977,9711
5533,79624
3745,3756
5701,5691
81847,7322
11043,170954
27258,2661
57506,6714
6790,54497
836,9191
1915,26156
2734,4793
10528,54931
6531,2060
5886,5701
1017,4626
10567,7253
55832,3006
1021,5284
331,64927
6829,6827
2064,3069
4722,51522
79727,65083
4738,3187
57472,4849
108,5151
10105,10277
5597,64745
7189,9470
3482,3482
5698,5431
84248,133619
238,8471
170506,3192
120892,25874
11016,53615
4343,29074
23411,9611
10788,25885
23450,51755
79797,138046
4841,25942
51438,10771
1994,10193
335,30834
326,326
6205,6217
5626,9533
904,7158
4000,9031
6205,8554
166,85403
1387,7157
11065,11275
1540,4646
6300,6300
10253,10252
55697,57523
26610,23450
1408,6194
661,171568
83594,9414
84418,29796
26118,6924
10262,10421
55832,57696
23122,9140
140456,5683
5007,7265
8878,444
3480,11331
84135,10607
5567,5568
4627,3709
10014,10992
7351,7534
9577,10342
55588,5436
51382,115106
8089,85403
6119,9416
57187,8449
10642,64960
10277,26043
112936,4619
4188,5300
10713,27336
51593,3312
55355,10989
5595,5597
5058,57498
1994,5089
11104,3320
5300,9882
10253,147687
2130,6160
246330,3654
51264,84311
6117,9114
9521,6157
402,23568
23481,84154
6310,9798
27086,7157
152137,7311
79016,9978
1173,84779
29935,6749
147687,340602
996,29945
9782,25894
5728,331
10733,908
11103,9733
5501,26092
60491,60491
55284,11074
54972,3309
1027,10422
6780,51631
347,84283
51035,11043
5708,6208
10992,57461
9919,7227
29126,9026
4223,114790
3838,29946
5015,130951
51642,65993
1655,6625
238,27295
83987,5034
6484,9245
50628,9329
7013,9416
84313,55737
84164,9325
26003,5595
3725,463
2959,1469
1749,6663
5071,9246
9873,3309
3945,4282
581,83608
10519,142685
51741,3713
10014,3608
2801,3927
5599,3297
2873,9318
10369,1454
10994,51552
54460,64979
409,4691
1459,3006
23291,85461
9682,8841
10521,10992
8290,3178
4867,23386
5454,5077
6829,58490
5742,9536
27292,10643
5966,50674
94234,79080
7001,2956
27236,116173
24140,6301
116143,5499
5597,5573
998,1369
11331,55003
29105,8896
1288,3026
10152,23623
9968,9968
5685,5966
996,51434
4087,5601
55660,26093
9391,54919
128239,9798
57187,23392
3189,9919
11162,388962
115704,60493
5594,219402
9798,23473
8451,2783
11043,84294
4343,22907
4869,11198
170506,388698
22803,5431
293,79711
22913,10949
4291,54497
9919,26993
4358,28998
3550,54819
1912,2354
388698,57418
8823,9463
3185,414236
51529,83896
6386,8408
4223,84669
9318,7157
356,8440
10284,6599
10482,9958
10421,9589
1153,9785
8453,6122
509,64960
10056,3842
1994,6046
1203,254428
6342,92399
5515,29941
6310,26508
5869,983
6045,6428
167838,541468
9968,9439
7531,805
5108,84260
10892,7189
10436,4738
25804,51755
6015,9589
22907,5250
2078,4691
51619,26001
10919,55663
9217,10948
29074,28998
57822,55170
10724,8473
4188,220929
114609,9173
1994,125144
5575,7629
836,637
57698,84466
80817,5537
9045,58506
11189,7088
54517,5436
121278,5092
23097,10001
5878,55761
7332,3308
8453,343069
8453,3608
79016,1314
7545,8928
150082,79723
23291,3551
9140,4170
54443,1627
1244,4695
4691,5092
23560,83743
4069,4793
3846,3846
51271,51271
3550,10399
8352,8352
26256,3725
1602,9360
9266,375
4188,10020
3184,7266
54165,2521
5868,81876
6160,79084
6117,7014
10399,3695
5250,23788
58508,79813
29886,54472
140,113174
11168,124245
8148,5430
27086,27086
11128,10623
84062,286077
768,3838
3320,3178
26156,9513
7188,51646
6257,10621
2064,5788
26092,4001
8878,5701
286826,286826
10987,56929
10987,3191
11091,6601
1022,10576
10946,10419
6286,8266
8772,4666
10014,7529
10569,51428
1059,64105
6464,3872
2296,134553
10054,5034
57492,605
55832,6773
25942,5970
23481,26354
708,10131
7307,94104
84418,51124
1213,7203
7311,6844
55257,3308
3418,3418
2260,54756
10963,7189
9690,7321
8161,9093
10987,3376
1315,375
51366,7164
2977,5152
4478,5034
4236,9716
331,5985
4350,4350
5790,1915
4591,9841
80829,116115
4801,875
3704,93034
11133,57506
5524,22948
10043,55222
135112,2099
54165,4869
5544,213
10642,4691
1399,23644
10987,23318
10514,55131
4738,6741
6714,1072
5430,2071
5094,9513
81847,10038
90273,79465
509,5265
6789,56904
374291,4718
901,54906
65123,58493
11198,11335
7874,7311
23154,57541
4735,6622
79650,56949
10576,10575
148223,1854
54617,60
56257,9138
5052,83699
3225,5089
64375,25942
4323,6714
7323,55159
998,4731
6137,54881
84295,22913
1654,219541
9804,9868
3320,10746
9919,10848
10499,3799
57187,94104
30012,337879
1869,3479
5868,9610
4924,7917
4478,4853
60,22948
57592,64061
26046,9147
2104,57698
10159,1211
9962,55744
8453,1655
8350,116092
9972,87178
7266,157680
1069,10575
3309,10542
80227,5701
6045,84271
11047,5685
11344,59342
8471,3308
10014,10576
9924,27293
2011,23303
6045,55734
6629,9343
25885,5976
4116,6628
1938,6749
23181,80817
23450,3608
7531,10036
6632,5162
10629,6874
125115,148281
5371,5300
5931,5933
4089,57111
1994,9513
9782,27067
4591,8445
1604,64423
3178,10240
4722,4719
2050,3725
22890,6228
4893,65244
64979,7818
6464,634
7529,3983
23524,1655
10989,213
11284,23287
5027,5987
929,9156
7189,7311
116840,4216
25953,58493
28998,28957
11190,6634
6897,2193
55717,6045
7481,81850
5733,55770
3181,6629
8772,8772
11226,8884
54556,51538
5894,3301
11218,6813
4713,4723
23326,27097
6934,26959
10643,50628
2801,117245
23291,92154
10327,231
10482,125058
2130,10099
3654,9618
5034,5688
509,6157
163,4089
1616,8887
7844,7415
79664,5284
5728,3292
152185,285331
1859,2735
7150,317
55698,56950
4706,30012
6733,123970
196,135112
51010,10200
4485,23513
2130,84233
3964,2260
4343,11171
60,7277
51602,6205
5910,5504
409,112950
10856,6157
2101,55869
6468,22948
65123,5437
23517,5356
9611,6602
523,79892
8545,8545
3184,3181
10163,8976
9662,525
25988,23215
58490,5431
25978,79643
10567,29916
5691,5713
84248,203111
11140,6294
914,197196
94234,10594
134492,23411
4735,10813
23291,9569
975,3021
808,8536
2801,9787
10643,9733
6117,3054
5356,9092
5071,3320
25980,55837
25788,79090
54949,6510
2746,3164
2811,8460
7415,7314
10987,5860
10153,9221
22933,7277
81833,57622
3938,3309
777,2783
10963,2027
3595,3592
2104,190
10642,9513
805,818
5108,85461
26589,51069
3420,3421
10380,7189
5092,11128
4763,9519
114823,54472
975,4841
10642,6228
2033,79803
3309,79172
55661,23481
89,170954
6921,26118
859,23327
94234,10813
30011,6452
10726,2107
335,29946
6647,55681
9666,9666
9212,25936
5970,9439
1503,4809
10005,63976
51592,8861
1994,9695
8456,6304
8480,2280
1647,7917
11331,4343
54942,55286
817,9759
9463,22934
4194,25788
9580,9580
10240,92259
8350,4796
51013,142
26156,6160
54556,10524
10856,9343
10921,26517
26524,222484
1915,9978
1633,3417
412,6783
55034,23176
1759,6714
2010,91746
1459,5504
5068,5068
3320,340156
23235,2521
6812,10097
11338,51755
84062,55610
1459,10075
7818,84311
11335,55717
2595,2720
3007,6146
9924,7157
8290,10629
116840,27327
3280,7088
7329,6749
11116,26057
83987,9031
51133,55631
4773,4773
3654,8772
4188,6890
12,30834
1080,9170
10232,523
51166,8942
6464,6223
2811,7532
114034,333
8480,84219
10342,8031
80318,83746
3725,3219
5705,7385
9463,145483
286128,80144
10142,898
29126,201266
65110,26019
10336,63035
10450,3178
3646,8764
9530,285755
10738,79983
4809,11198
51228,51228
27089,509
152185,5108
3187,6635
26354,51116
1994,10166
138046,343069
3700,64215
407,5609
54507,91582
27076,54919
3612,29085
9045,50809
29093,51253
2099,51337
23327,997
23020,57187
6158,6949
331,3635
10214,84105
5987,80022
2971,998
23197,71
405,23462
54165,90957
116449,79807
10713,9785
80179,9414
3608,85364
27076,9918
9694,57092
10285,6453
3396,3098
842,79444
11059,7323
8887,9618
6642,23317
3092,5966
11338,4236
8631,79990
23107,6158
3326,3312
2078,142
25988,4863
26354,6124
10498,8350
5500,64745
6271,27018
65080,23326
1994,905
4358,65080
127495,1069
1434,9615
3320,6871
7284,29093
10946,11033
116254,24144
5347,8453
1857,51213
84100,23204
9694,80125
1499,1660
8161,51224
140458,10128
5584,29100
5976,4116
6821,79959
51116,64969
51741,5313
56850,170954
57461,8220
1459,9478
80254,115106
6205,6223
463,10464
166,166
6453,23048
145508,9414
5824,5195
2101,2099
1499,5903
6464,790
3192,509
217,5236
51619,7844
79847,337879
11137,6124
23557,8943
129685,3838
23197,10238
79577,1499
525,7779
5708,6897
58490,8473
8440,8874
5878,9213
7532,8687
25970,3716
9775,10494
51619,51132
5073,5073
2521,23376
25885,55003
57510,9343
22827,23450
26354,27292
84376,29911
5562,2011
10014,9588
6657,9646
5496,84464
10992,9045
10514,25873
329,329
1994,26517
6821,23623
2117,54904
9984,58506
10286,84080
6733,23332
6045,10527
30844,90678
27429,4976
51227,5283
23091,3312
5976,65109
51631,23450
1058,6790
83759,6651
6733,51042
23398,80145
4869,1460
10450,8559
4809,6205
8878,9611
7188,11140
9804,5009
29110,6137
8563,80145
5966,10005
23549,84708
57646,123228
2078,4926
5077,1616
6157,3181
84861,5347
7274,85294
51021,64976
54556,3309
5629,2033
1994,1486
5594,5925
8139,22948
65008,11222
26147,283899
4809,10921
10513,30001
6687,125115
23173,54764
4343,2010
10844,6223
9984,79882
10569,23028
7871,116840
29074,51116
419,23171
79002,9128
79665,1147
3756,6386
7536,79228
3185,3192
515,509
146691,171483
409,3326
88,572
23277,10787
2099,808
9702,51647
57461,8896
4125,178
10327,124
93624,9913
23327,10422
5728,1399
27336,9716
4832,4832
4223,284338
4292,9131
6794,9024
4087,7024
10320,1108
55294,9978
2624,2801
8266,10134
51350,284001
3189,22827
6483,8703
10188,10490
2801,11043
7132,808
5824,26035
9662,23085
6780,8570
1994,54497
4897,5787
4223,283011
5204,10629
3309,10294
7988,467
2288,6271
1130,9968
11346,1627
7532,9750
8996,7157
5597,89891
5878,92745
116840,252983
10989,6157
11140,10781
1434,4597
3621,51742
55660,6018
8027,63892
124,221
11338,23013
1994,8019
10989,1748
51116,51264
124512,10294
836,837
90780,207
84365,55272
6045,8451
1387,6773
23462,23462
1477,5595
55159,5201
5599,3725
79577,3320
51726,197131
3181,3182
55363,4869
3326,3842
149371,83660
6631,54959
6137,8342
8540,1466
100,52
6146,8664
11104,3991
94234,4343
7476,147111
7329,55729
23581,835
790,1915
7167,7311
3280,3320
51116,65008
25873,7150
11338,6160
153443,4209
10856,10713
1994,55173
1917,6228
11275,59349
84365,23481
11211,375791
6871,1655
2328,27352
5626,11339
4137,23411
11198,8467
3183,5936
7329,51602
5568,7064
24144,4670
26146,10439
1994,2936
26153,161514
5609,6156
267,10040
23368,2064
5144,10399
10075,10551
3054,5500
2130,1387
92342,10693
5292,6775
5733,8893
55660,3185
11338,24144
5597,5819
5071,5347
1647,1059
55646,8668
